title,authors,date,link,eid,abstract
Before and After: Superior Vena Cava Syndrome Treated by Fibrinolysis,"{'author': [{'@_fa': 'true', 'surname': 'Dias-Neto', 'given-name': 'M.'}, {'@_fa': 'true', 'surname': 'Ramos', 'given-name': 'J.F.'}]}",April 2016,http://api.elsevier.com/content/article/pii/S1078588416000472,1-s2.0-S1078588416000472,
Thrombin activatable fibrinolysis inhibitor: At the nexus of fibrinolysis and inflammation,"{'author': [{'@_fa': 'true', 'surname': 'Colucci', 'given-name': 'Mario'}, {'@_fa': 'true', 'surname': 'Semeraro', 'given-name': 'Nicola'}]}",March 2012,http://api.elsevier.com/content/article/pii/S0049384811005718,1-s2.0-S0049384811005718,"AbstractTAFI (thrombin activatable fibrinolysis inhibitor) is the precursor of a basic carboxypeptidase (TAFIa) with strong antifibrinolytic and anti-inflammatory activity. Compelling evidence indicates that thrombin, either alone or in complex with thrombomodulin, is the main physiological activator of TAFI. For this reason derangements of thrombin formation, whatever the cause, may influence the fibrinolytic process too. Experimental models of thrombosis suggest that TAFI may participate in thrombus development and persistence under certain circumstances. In several models of pharmacological thrombolysis, the administration of TAFI inhibitors along with the fibrinolytic agent leads to a marked improvement of thrombus lysis, underscoring the potential of TAFI inhibitors as adjuvants for thrombolytic therapy. The role of TAFI in inflammatory diseases is more complex as it may serve as a defense mechanism, exacerbate the disease, or have no influence, depending on the nature of the model and the role played by the mediators controlled by TAFIa. Finally, the numerous clinical studies in patients with thrombotic disease support the idea that increased levels of TAFI and/or the enhancement of TAFI activation may represent a new risk factor for venous and arterial thrombosis."
Levels of thrombin-activatable fibrinolysis inhibitor and platelet-activating factor in recurrent pregnancy loss patients,"{'author': [{'@_fa': 'true', 'surname': 'Eser', 'given-name': 'Ayla'}, {'@_fa': 'true', 'surname': 'Inegol Gumus', 'given-name': 'Ilknur'}, {'@_fa': 'true', 'surname': 'Erdamar', 'given-name': 'Husamettin'}, {'@_fa': 'true', 'surname': 'Kaygusuz', 'given-name': 'Ikbal'}, {'@_fa': 'true', 'surname': 'Yildirim', 'given-name': 'Melahat'}, {'@_fa': 'true', 'surname': 'Usluogullari', 'given-name': 'Betul'}, {'@_fa': 'true', 'surname': 'Duran Erdolu', 'given-name': 'Muzeyyen'}, {'@_fa': 'true', 'surname': 'Simavli', 'given-name': 'Serap Aynur'}, {'@_fa': 'true', 'surname': 'Yigitoglu', 'given-name': 'Ramazan'}, {'@_fa': 'true', 'surname': 'Ozturk Turhan', 'given-name': 'Nilgun'}]}",February 2016,http://api.elsevier.com/content/article/pii/S1028455915002958,1-s2.0-S1028455915002958,"AbstractObjectiveThe aim of this study was to investigate factors associated with thrombosis that may contribute to recurrent pregnancy loss (habitual abortion), specifically differences in serum levels of platelet-activating factor and thrombin-activatable fibrinolysis inhibitor (carboxypeptidase B2) between women with a history of recurrent miscarriage and those with no recurrent miscarriage history.Materials and methodsA case-controlled, prospective study design was adopted to compare women with a history of two or more first-trimester miscarriages (n = 42) with those with no history of recurrent miscarriage (n = 36). Participants were recruited from the Department of Obstetrics and Gynecology of Turgut Ozal University Hospital. Platelet-activating factor and thrombin-activatable fibrinolysis inhibitor levels in serum samples were measured by an enzyme-linked immunosorbent assay.ResultsPlatelet-activating factor levels were significantly (p = 0.018) higher in the recurrent miscarriage group. There was no difference in levels of thrombin-activatable fibrinolysis inhibitor expression between the groups.ConclusionPlatelet-activating factor is significantly higher in serum of patients with a history of recurrent miscarriage than in those without such a history, with potential implications for placental function and fetal growth, which could be relevant to miscarriage recurrence. Larger studies are indicated to further examine these findings."
Tratamiento fibrinolítico intravenoso en el manejo del ictus isquémico agudo asociado a mixoma auricular izquierdo: a propósito de un caso,"{'author': [{'@_fa': 'true', 'surname': 'Díaz Díaz', 'given-name': 'A.'}, {'@_fa': 'true', 'surname': 'García', 'given-name': 'A. Muñoz'}, {'@_fa': 'true', 'surname': 'Sedeño', 'given-name': 'G. Pinar'}, {'@_fa': 'true', 'surname': 'García Rodríguez', 'given-name': 'J.R.'}]}",Available online 14 April 2016,http://api.elsevier.com/content/article/pii/S0213485316001158,1-s2.0-S0213485316001158,N/A
Indications for fibrinolysis in patients with ST-segment elevation myocardial infarction: From guidelines to practice,"{'author': [{'@_fa': 'true', 'surname': 'Boivineau', 'given-name': 'C.'}, {'@_fa': 'true', 'surname': 'Orion', 'given-name': 'L.'}, {'@_fa': 'true', 'surname': 'Dimet', 'given-name': 'J.'}, {'@_fa': 'true', 'surname': 'Boiffard', 'given-name': 'E.'}]}",November 2016,http://api.elsevier.com/content/article/pii/S0003392816303638,1-s2.0-S0003392816303638,"BackgroundEuropean guidelines on managing ST segment elevation myocardial infarction (STEMI) during the first 12hours recommend fibrinolysis when the time elapsing between the first medical contact and balloon time (FMCBT) is more than 120minutes.AimTo assess the real-life clinical efficacy of guidelines on fibrinolysis in managing STEMI and identify obstacles to their everyday implementation.MethodsAn observational study based on a permanent registry of reperfusion strategies and timing among patients treated in a French general hospital for STEMI with chest pain lasting for less than two hours. Patients were enrolled between January 1st 2008 and December 31st 2014.ResultsThe study included 669 patients: 79 (11.8%) benefited from effective fibrinolysis followed by coronary arteriography (PCI) within 24hours, 445 (66.5%) underwent a primary PCI, 99 (14.8%) received a rescue PCI and 46 (6.9%) did not undergo revascularization. The FMCBT was 120minutes or longer in 209 patients: fibrinolysis was performed in 68 of these patients (32.5%), and primary PCI in 141 (114 (54.6%) without contraindications to fibrinolysis and 27 (12.9%) with contraindications). The patient's age, female gender, co-morbidities and clinical management were factors that appeared to be linked to poor compliance with the guidelines, but none were significant (P&gt;00.5). Nor were there significant differences regarding bleeding complications between patients receiving fibrinolysis or primary PCI (P&gt;0.05).ConclusionThe guidelines on fibrinolysis were not followed in 54.6% of patients when the FMCBT was more than 120minutes. Some criteria (age, gender, co-morbidities) may have been responsible for this non-compliance, although underestimating the time between first medical contact and arrival in the catheterisation laboratory could not be excluded. Further studies are necessary to improve estimates of this delay."
Télémédecine et fibrinolyse de l’ischémie cérébrale en Franche-Comté,"{'author': [{'@_fa': 'true', 'surname': 'Allibert', 'given-name': 'R.'}, {'@_fa': 'true', 'surname': 'Ziegler', 'given-name': 'F.'}, {'@_fa': 'true', 'surname': 'Bataillard', 'given-name': 'M.'}, {'@_fa': 'true', 'surname': 'Gomes', 'given-name': 'C.'}, {'@_fa': 'true', 'surname': 'Jary', 'given-name': 'A.'}, {'@_fa': 'true', 'surname': 'Moulin', 'given-name': 'T.'}]}",January 2012,http://api.elsevier.com/content/article/pii/S003537871100378X,1-s2.0-S003537871100378X,N/A
Vascular Complications in Patients Undergoing Early Percutaneous Coronary Intervention via the Femoral Artery after Fibrinolysis with Tenecteplase: Registry of 199 Patients,"{'author': [{'@_fa': 'true', 'surname': 'Marques Gomes', 'given-name': 'Manuel Pereira'}, {'@_fa': 'true', 'surname': 'de Andrade Falcão', 'given-name': 'Felipe José'}, {'@_fa': 'true', 'surname': 'Alves', 'given-name': 'Cláudia Maria Rodrigues'}, {'@_fa': 'true', 'surname': 'de Sousa', 'given-name': 'José Marconi Almeida'}, {'@_fa': 'true', 'surname': 'Herrmann', 'given-name': 'João Lourenço'}, {'@_fa': 'true', 'surname': 'Moreno', 'given-name': 'Antonio Celio Camargo'}, {'@_fa': 'true', 'surname': 'de Oliveira', 'given-name': 'Carlos Alexandre Lemes'}, {'@_fa': 'true', 'surname': 'de Matos', 'given-name': 'Livia Nascimento'}, {'@_fa': 'true', 'surname': 'Barbosa', 'given-name': 'Adriano Henrique Pereira'}, {'@_fa': 'true', 'surname': 'Carvalho', 'given-name': 'Antonio Carlos'}]}",2012,http://api.elsevier.com/content/article/pii/S221412351530065X,1-s2.0-S221412351530065X,"ABSTRACTBackgroundFibrinolysis is often used in the treatment of acute coronary syndromes with ST segment elevation (STEMI). Major cardiac outcomes were reduced with antiplatele therapy intensification, but with increased risk of bleeding Our objective was to assess the risk of vascular bleeding in patients undergoing early percutaneous coronary intervention after thrombolysis.MethodsBetween February 2010 and December 2011, five public emergency rooms in the city of São Paulo and the Emergency Health Care Service (Serviço de Atendimento Móvel de Urgência – SAMU) used tenecteplas (TNK) to treat patients with STEMI. Patients were referred to a single tertiary hospital and were submitted to early cardiacatheterization during hospitalization. All examinations werperformed via the femoral artery and BARC criteria were useto classify bleeding.ResultsWe evaluated 199 patients, of whom 193 had no bleeding of vascular origin (group 1) and 6 (3%) developed this complication (group 2). The median time between the administration of the fibrinolytic agent and catheterization was 24 hours in group 1 and 14.7hours in group 2. According to BARC criteria, 1 patient had type 3a bleeding (hematoma in the inguinal region with a hemoglobin decrease of 3–5g/dL), 2 patients had type 3b bleeding (1 not related to vascular access and 1 retroperitoneal hematom with a hemoglobin decrease≥5g/dL) and the remaining patients had type 1 bleeding (small inguinal hematomas). Blood transfusions were required in 2 patients. None of the patients died due to vascular complications after the intervention.ConclusionsIn our study, early catheterization via the femoral artery as part of a pharmaco-invasive strategy, using TNK as a fibrinolytic agent, had a low vascular bleeding rate, comparable to that of elective angioplasties."
Data supporting the structural and functional characterization of Thrombin‐Activatable Fibrinolysis Inhibitor in breast cancer,"{'author': [{'@_fa': 'true', 'surname': 'Fawzy', 'given-name': 'Manal S.'}, {'@_fa': 'true', 'surname': 'Toraih', 'given-name': 'Eman A.'}]}",December 2015,http://api.elsevier.com/content/article/pii/S2352340915002917,1-s2.0-S2352340915002917,"AbstractThe data in this paper is related to the research article entitled “Thrombin-activatable fibrinolysis inhibitor Thr325Ile polymorphism and plasma level in breast cancer: A pilot study” (Fawzy et al., 2015) [1]. Many emerging studies have begun to unravel the pathophysiologic role of the fibrinolytic system in breast cancer (BC) progression (Zorio et al., 2008) [2]. Activation of the fibrinolytic plasminogen/plasmin system results in degradation of protein barriers, thereby mediating cell migration essential for tumor growth, angiogenesis, and dissemination (Castellino and Ploplis, 2005) [3]. In the current study, in silico data analysis of Thrombin-Activatable Fibrinolysis Inhibitor (TAFI) gene and protein has been done. Data have been retrieved from several databases mentioned in details in the text. Determination and analysis of the structural and functional impact of TAFI and its expression could help elucidate the contribution of the TAFI pathway to acquired hemostatic dysfunction and will form the basis of potential therapeutic strategies to manipulate this pathway. An inhibition of TAFI (e.g. by FXI inhibitors) will offer the therapeutic possibilities to improve the decreased fibrinolysis and increase the efficiency of fibrinolytic therapy in thrombotic disorders including cancer."
"Effect of Greater cardamom (Amomum subulatum Roxb.) on blood lipids, fibrinolysis and total antioxidant status in patients with ischemic heart disease","{'author': [{'@_fa': 'true', 'surname': 'Verma', 'given-name': 'Surendra Kumar'}, {'@_fa': 'true', 'surname': 'Jain', 'given-name': 'Vartika'}, {'@_fa': 'true', 'surname': 'Singh', 'given-name': 'Dharm Pal'}]}",2012,http://api.elsevier.com/content/article/pii/S2222180812602552,1-s2.0-S2222180812602552,"AbstractObjectiveGreater cardamom (Amomum subulatum Roxb.) fruit powder (seeds with pericarp) was evaluated for its effect on some of the cardiovascular risk factors in patients with ischemic heart disease.MethodsThirty male individuals (50-70 years) with ischemic heart disease (old MI&gt;6 months) were selected for the study and divided into two groups of fifteen each. Group I (Treated) received 3 g cardamom powder in two divided doses while Group II (Placebo) received matched placebo capsules for 12 weeks. Blood samples were collected initially and at 6 and 12 weeks for analysis of lipid profile, fibrinolytic activity and total antioxidant status.ResultsAdministration of Greater cardamom significantly (P&lt;0.001) reduced atherogenic lipids without significant alteration in HDL-cholesterol. Plasma fibrinolytic activity and serum total antioxidant status were also enhanced significantly (P&lt;0.05) at the end of the study. The placebo group however did not show significant alteration in any of these parameters. It was tolerated well without any untoward effects.ConclusionsDietary supplementation of Greater cardamom favorably modifies lipid profile and significantly enhances fibrinolytic activity and total antioxidant status in patients with ischemic heart disease."
Association between genotype and plasma levels of thrombin-activated fibrinolysis inhibitor (TAFI) in the development of preeclampsia,"{'author': [{'@_fa': 'true', 'surname': 'Acosta-Tejeda', 'given-name': 'Maribel'}, {'@_fa': 'true', 'surname': 'Baptista-González', 'given-name': 'Héctor'}, {'@_fa': 'true', 'surname': 'Rosenfeld-Mann', 'given-name': 'Fany'}, {'@_fa': 'true', 'surname': 'Trueba-Gómez', 'given-name': 'Rocio'}, {'@_fa': 'true', 'surname': 'García-Latorre', 'given-name': 'Ethel'}]}",October 2011,http://api.elsevier.com/content/article/pii/S0049384811002817,1-s2.0-S0049384811002817,"AbstractIntroductionThe objective was to evaluate if thrombin-activated fibrinolysis inhibitor (TAFI) polymorphisms (G505A, C1040T, and G-438A), and TAFIa plasma levels are associated with preeclampsia.Materials and MethodsIn a case-control study design, we evaluated preeclampsia patients and women with uncomplicated pregnancies. The TAFI polymorphisms were determined by real-time PCR method, and TAFIa plasma levels were established with a chromogenic assay.ResultsWe included 87 women in each group. The TAFIa levels in the preeclampsia group were 20.4μg/mL (CI 95% 17.3-23.5), while in the control group, they were significantly lower: 13.3μg/mL (12.0-14.5, p 0.003). There were no differences in the genotype distribution or allelic frequency of TAFI polymorphisms between the two groups. In preeclampsia patients and controls heterozygous for the G505A polymorphism, the TAFIa values were 22.8 (16.7-28.9μg/mL) and 13.2 (11.3-15.0μg/mL, p 0.019), respectively. In G505A homozygous polymorphism the TAFIa values were 25.7 (18.7-32.6μg/mL) and 13.5 (1.6-21.9μg/mL, p 0.041), respectively. In the C1040T and G-438A TAFI wild type polymorphisms, the TAFIa values were 18.3 (12.5-23.9μg/mL) and 11.5 (9.9-35.0, p 0.033), and 19.4 (10.9-27.9μg/mL) and 12.5 (10.8-14.2μg/mL, p 0.006), respectively, without differences in other genotypes.ConclusionsPreeclampsia by itself may be responsible for the increase in TAFIa values rather than the presence of polymorphisms."
"Chapter 33 Drugs That Affect Blood Coagulation, Fibrinolysis and Hemostasis","{'author': [{'@_fa': 'true', 'surname': 'Isch', 'given-name': 'Jason'}, {'@_fa': 'true', 'surname': 'Nguyen', 'given-name': 'Diane'}, {'@_fa': 'true', 'surname': 'Ali', 'given-name': 'Asima N.'}]}",2016,http://api.elsevier.com/content/article/pii/S0378608016300186,1-s2.0-S0378608016300186,N/A
The Pre-Hospital Fibrinolysis Experience in Europe and North America and Implications for Wider Dissemination,"{'author': [{'@_fa': 'true', 'surname': 'Huynh', 'given-name': 'Thao'}, {'@_fa': 'true', 'surname': 'Birkhead', 'given-name': 'John'}, {'@_fa': 'true', 'surname': 'Huber', 'given-name': 'Kurt'}, {'@_fa': 'true', 'surname': ""O'Loughlin"", 'given-name': 'Jennifer'}, {'@_fa': 'true', 'surname': 'Stenestrand', 'given-name': 'Ulf'}, {'@_fa': 'true', 'surname': 'Weston', 'given-name': 'Clive'}, {'@_fa': 'true', 'surname': 'Jernberg', 'given-name': 'Tomas'}, {'@_fa': 'true', 'surname': 'Schull', 'given-name': 'Michael'}, {'@_fa': 'true', 'surname': 'Welsh', 'given-name': 'Robert C.'}, {'@_fa': 'true', 'surname': 'Denktas', 'given-name': 'Ali E.'}, {'@_fa': 'true', 'surname': 'Travers', 'given-name': 'Andrew'}, {'@_fa': 'true', 'surname': 'Sookram', 'given-name': 'Sunil'}, {'@_fa': 'true', 'surname': 'Theroux', 'given-name': 'Pierre'}, {'@_fa': 'true', 'surname': 'Tu', 'given-name': 'Jack V.'}, {'@_fa': 'true', 'surname': 'Timmis', 'given-name': 'Adams'}, {'@_fa': 'true', 'surname': 'Smalling', 'given-name': 'Richard'}, {'@_fa': 'true', 'surname': 'Danchin', 'given-name': 'Nicolas'}]}",August 2011,http://api.elsevier.com/content/article/pii/S193687981100416X,1-s2.0-S193687981100416X,"ObjectivesThe primary objective of this report was to describe the infrastructures and processes of selected European and North American pre-hospital fibrinolysis (PHL) programs. A secondary objective is to report the outcome data of the PHL programs surveyed.BackgroundDespite its benefit in reducing mortality in patients with ST-segment elevation myocardial infarction, PHL remained underused in North America. Examination of existing programs may provide insights to help address barriers to the implementation of PHL.MethodsThe leading investigators of PHL research projects/national registries were invited to respond to a survey on the organization and outcomes of their affiliated PHL programs.ResultsPHL was successfully deployed in a wide range of geographic territories (Europe: France, Sweden, Vienna, England, and Wales; North America: Houston, Edmonton, and Nova Scotia) and was delivered by healthcare professionals of varying expertise. In-hospital major adverse outcomes were rare with mortality of 3% to 6%, reinfarction of 2% to 5%, and stroke of &lt;2%.ConclusionsCombining formal protocols for PHL for some patients with direct transportation of others to a percutaneous coronary intervention hospital for primary percutaneous coronary intervention would allow for tailored reperfusion therapy for patients with ST-segment elevation myocardial infarction. Insights from a variety of international settings may promote widespread use of PHL and increase timely coronary reperfusion worldwide."
Simultaneous thrombin and plasmin generation capacities in normal and abnormal states of coagulation and fibrinolysis in children and adults,"{'author': [{'@_fa': 'true', 'surname': 'Simpson', 'given-name': 'Mindy L.'}, {'@_fa': 'true', 'surname': 'Goldenberg', 'given-name': 'Neil A.'}, {'@_fa': 'true', 'surname': 'Jacobson', 'given-name': 'Linda J.'}, {'@_fa': 'true', 'surname': 'Bombardier', 'given-name': 'Christopher G.'}, {'@_fa': 'true', 'surname': 'Hathaway', 'given-name': 'William E.'}, {'@_fa': 'true', 'surname': 'Manco-Johnson', 'given-name': 'Marilyn J.'}]}",April 2011,http://api.elsevier.com/content/article/pii/S0049384810006870,1-s2.0-S0049384810006870,"AbstractIntroductionThrombin and plasmin are the key enzymes involved in coagulation and fibrinolysis, respectively. Plasma coagulative and fibrinolytic potentials in normal children and adults, and in representative pathologically altered hemostatic states, were evaluated via simultaneous assessment of thrombin and plasmin generation.Materials and MethodsAn assay of Simultaneous Thrombin and Plasmin generation (STP) was developed to measure thrombin and plasmin in plasma using individual fluorometric substrates. Coagulation is initiated with dilute tissue factor, phospholipid, and calcium in platelet-poor plasma; fibrinolysis is accelerated via tissue plasminogen activator (tPA). Abnormal states of hemostasis were investigated.ResultsSTP assay reproducibility and normal adult and pediatric values for measured and calculated parameters have been established. Onset of both thrombin and plasmin generation was significantly delayed in children relative to adults (p&lt;0.001) and the maximum amplitudes of thrombin and plasmin generation were less in children than adults (p&lt;0.01). No significant differences were measured among pediatric age groups. The most profound impairments in thrombin generation were observed for extrinsic and common pathway factor deficiencies, with the exception of afibrinogenemia. Plasmin generation was severely impaired in deficiencies of fibrinogen and plasminogen as well as with decreased tPA reagent concentration and addition of aminocaproic acid. Plasmin generation was greatly enhanced by alpha-2-antiplasmin deficiency and excess tPA reagent.ConclusionSimultaneous assessment of thrombin and plasmin generation in plasma shows promise for affording an enhanced understanding of overall coagulative and fibrinolytic functions in physiological and pathologically altered states of hemostasis in children and adults."
Decreased fibrin network permeability and impaired fibrinolysis in the acute and convalescent phase of ischemic stroke,"{'author': [{'@_fa': 'true', 'surname': 'Rooth', 'given-name': 'E.'}, {'@_fa': 'true', 'surname': 'Wallen', 'given-name': 'N.H.'}, {'@_fa': 'true', 'surname': 'Blombäck', 'given-name': 'M.'}, {'@_fa': 'true', 'surname': 'He', 'given-name': 'S.'}]}",January 2011,http://api.elsevier.com/content/article/pii/S0049384810005116,1-s2.0-S0049384810005116,"AbstractIntroductionWe investigated fibrin network permeability and fibrinolysis in the acute and convalescent phase of ischemic stroke.Methods20 patients with a mean age of 74years were studied in the acute (day 1) and convalescent phase (day 60) of ischemic stroke. 23 healthy individuals (controls) were also investigated. Fibrin formation in the samples was triggered by addition of tissue factor (1pmol/L) and washed frozen-thawed platelets obtained from a healthy donor. The permeability constant (Ks), which reflects fibrin network permeability, was then calculated from liquid flow measurements. A global assay newly developed in our group was also employed to determine the balance between fibrin formation (“Coagulation profile”; Cp) and fibrin degradation (“Fibrinolysis profile”; Fp) in the same samples. We also measured PAI-1 antigen and fibrinogen concentrations in plasma.ResultsAs compared to controls, the stroke patients had lower Ks (lower fibrin network permeability) both on day 1 and on day 60 (p&lt;0.01 and p&lt;0.05, respectively). Fibrinolysis, assessed by Fp, was reduced on both day 1 and day 60 (p&lt;0.001, compared to controls), and PAI-1 concentrations were increased (p&lt;0.01 for both, compared to controls). Fibrin formation capacity in plasma (i.e. Cp) was increased in the acute phase (p&lt;0.05) but not in the convalescence, as compared to controls.ConclusionThe combination of a proneness to form a tighter fibrin network and impaired fibrinolysis is a feature of ischemic stroke that is present in both the acute and convalescent phase of the disease."
Fibrinolysis shutdown phenotype masks changes in rodent coagulation in tissue injury versus hemorrhagic shock,"{'author': [{'@_fa': 'true', 'surname': 'Moore', 'given-name': 'Hunter B.'}, {'@_fa': 'true', 'surname': 'Moore', 'given-name': 'Ernest E.'}, {'@_fa': 'true', 'surname': 'Lawson', 'given-name': 'Peter J.'}, {'@_fa': 'true', 'surname': 'Gonzalez', 'given-name': 'Eduardo'}, {'@_fa': 'true', 'surname': 'Fragoso', 'given-name': 'Miguel'}, {'@_fa': 'true', 'surname': 'Morton', 'given-name': 'Alex P.'}, {'@_fa': 'true', 'surname': 'Gamboni', 'given-name': 'Fabia'}, {'@_fa': 'true', 'surname': 'Chapman', 'given-name': 'Michael P.'}, {'@_fa': 'true', 'surname': 'Sauaia', 'given-name': 'Angela'}, {'@_fa': 'true', 'surname': 'Banerjee', 'given-name': 'Anirban'}, {'@_fa': 'true', 'surname': 'Silliman', 'given-name': 'Christopher C.'}]}",August 2015,http://api.elsevier.com/content/article/pii/S0039606015002470,1-s2.0-S0039606015002470,"IntroductionSystemic hyperfibrinolysis (accelerated clot degradation) and fibrinolysis shutdown (impaired clot degradation) are associated with increased mortality compared with physiologic fibrinolysis after trauma. Animal models have not reproduced these changes. We hypothesize rodents have a shutdown phenotype that require an exogenous profibrinolytic to differentiate mechanisms that promote or inhibit fibrinolysis.MethodsFibrinolysis resistance was assessed by thrombelastography (TEG) using exogenous tissue plasminogen activator (tPA) titrations in whole blood. There were 3 experimental groups: (1) tissue injury (laparotomy/bowel crush), (2) shock (hemorrhage to mean arterial pressure of 20 mmHg), and (3) control (arterial cannulation and tracheostomy). Baseline and 30-minute postintervention blood samples were collected, and assayed with TEG challenged with taurocholic acid (TUCA).ResultsRats were resistant to exogenous tPA; the percent clot remaining 30 minutes after maximum amplitude (CL30) at 150 ng/mL (P = .511) and 300 ng/mL (P = .931) was similar to baseline, whereas 600 ng/mL (P = .046) provoked fibrinolysis. Using the TUCA challenge, the percent change in CL30 from baseline was increased in tissue injury compared with control (P = .048.), whereas CL30 decreased in shock versus control (P = .048). tPA increased in the shock group compared with tissue injury (P = .009) and control (P = .012).ConclusionRats have an innate fibrinolysis shutdown phenotype. The TEG TUCA challenge is capable of differentiating changes in clot stability with rats undergoing different procedures. Tissue injury inhibits fibrinolysis, whereas shock promotes tPA-mediated fibrinolysis."
Is There a Role for Pre-Hospital Fibrinolysis in North America?⁎⁎Editorials published in JACC: Cardiovascular Interventions reflect the views of the authors and do not necessarily represent the views of JACC: Cardiovascular Interventions or the American College of Cardiology.,"{'author': [{'@_fa': 'true', 'surname': 'Henry', 'given-name': 'Timothy D.'}, {'@_fa': 'true', 'surname': 'Gersh', 'given-name': 'Bernard J.'}]}",August 2011,http://api.elsevier.com/content/article/pii/S1936879811004961,1-s2.0-S1936879811004961,
Influence of Gestational Age on Fibrinolysis from Birth to Postnatal Day 10,"{'author': [{'@_fa': 'true', 'surname': 'Sentilhes', 'given-name': 'Loïc'}, {'@_fa': 'true', 'surname': 'Leroux', 'given-name': 'Philippe'}, {'@_fa': 'true', 'surname': 'Radi', 'given-name': 'Sophie'}, {'@_fa': 'true', 'surname': 'Ricbourg-Schneider', 'given-name': 'Aude'}, {'@_fa': 'true', 'surname': 'Laudenbach', 'given-name': 'Vincent'}, {'@_fa': 'true', 'surname': 'Marpeau', 'given-name': 'Loïc'}, {'@_fa': 'true', 'surname': 'Bénichou', 'given-name': 'Jacques'}, {'@_fa': 'true', 'surname': 'Vasse', 'given-name': 'Marc'}, {'@_fa': 'true', 'surname': 'Marret', 'given-name': 'Stéphane'}]}",March 2011,http://api.elsevier.com/content/article/pii/S0022347610007250,1-s2.0-S0022347610007250,"ObjectiveTo compare components of the fibrinolytic cascade in newborns of gestational age ranging from extreme prematurity to full term, at birth and for the next 10 days, and in their mothers at delivery.Study designWe studied 10 extremely preterm neonates, 10 very preterm neonates, 10 moderately preterm neonates, 10 full-term neonates, and their mothers (n = 40). We measured the antigen levels of tissue-type plasminogen activator (t-PA), plasminogen activator inhibitors 1 (PAI-1) and 2 (PAI-2), and thrombin-activatable fibrinolysis inhibitor, as well as PAI-1 activity, in neonates at birth and on postnatal days 3 and 10 and in mothers at delivery.ResultsOn day 10, both PAI-1 antigen and activity were higher in extremely preterm neonates than in full-term neonates (P = .004 and &lt;.0006, respectively), and the t-PA/PAI-1 activity ratio was lower in the extremely preterm and very preterm neonates compared with the full-term neonates (P = .002 and .017, respectively). No significant differences in the fibrinolytic system components were seen among the 4 groups of mothers.ConclusionsThe development of fibrinolysis suppression in extremely preterm infants within 10 days after birth may contribute to the increased risk of periventricular hemorrhagic infarction in these infants."
High thrombin activatable fibrinolysis inhibitor levels are associated with an increased risk of premature peripheral arterial disease,"{'author': [{'@_fa': 'true', 'surname': 'de Bruijne', 'given-name': 'Emile L.E.'}, {'@_fa': 'true', 'surname': 'Gils', 'given-name': 'Ann'}, {'@_fa': 'true', 'surname': 'Rijken', 'given-name': 'Dingeman C.'}, {'@_fa': 'true', 'surname': 'de Maat', 'given-name': 'Moniek P.M.'}, {'@_fa': 'true', 'surname': 'Guimarães', 'given-name': 'Ana H.C.'}, {'@_fa': 'true', 'surname': 'Poldermans', 'given-name': 'Don'}, {'@_fa': 'true', 'surname': 'Declerck', 'given-name': 'Paul J.'}, {'@_fa': 'true', 'surname': 'Leebeek', 'given-name': 'Frank W.G.'}]}",March 2011,http://api.elsevier.com/content/article/pii/S0049384810006511,1-s2.0-S0049384810006511,"AbstractBackgroundPrevious studies suggested that hypofibrinolysis is associated with increased risk of peripheral arterial disease. Thrombin activatable fibrinolysis inhibitor (TAFI) has been identified as an important inhibitor of fibrinolysis. The aim of our study was to assess the role of TAFI in young patients with peripheral arterial disease.MethodsIn a single-center case-control study we measured plasma TAFI antigen levels and functional TAFI in consecutive young patients (men 18-45years and women 18-55years) with a first manifestation of peripheral arterial disease and compared these with a population-based control group.ResultsA total of 47 peripheral arterial disease patients and 141 controls (mean age 43) were included. Intact TAFI antigen levels were significantly higher in patients with peripheral arterial disease (112.4±21.1%) than in controls (104.9±19.9%, p=0.03). The risk of peripheral arterial disease increased with 18% (OR 1.18; CI 1.01-1.34) per 10% increase of TAFI antigen. Functional TAFI levels were slightly higher in patients compared to controls, however this difference was not significant. For individuals with the highest functional TAFI levels, above the 90th percentile, the increased risk for peripheral arterial disease was most pronounced (OR 3.1; CI 1.02-9.41).ConclusionHigh TAFI levels are associated with increased risk of premature peripheral arterial disease."
